trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.15577974928671173}",20,5,-27.546895886750228,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.1542219517938446}",30,0,0.26428717681076974,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.15267973227590617}",20,8,21.974174403296466,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1511529349531471}",25,3,33.39043870505007,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.14964140560361563}",30,21,14.821975739510119,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14814499154757946}",30,13,-2.3415327799795396,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14666354163210368}",20,10,20.92036009454009,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14519690621578263}",20,3,1.7210221676965547,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.1437449371536248}",20,0,-55.93176062627846,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
194,False,"{'a': 0.5, 'e': 0.14230748778208857}",25,0,-47.41694198600918,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
195,False,"{'a': 0.5, 'e': 0.14088441290426768}",30,12,-10.646242162056138,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.139475568775225}",35,0,51.32206527612364,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.5, 'e': 0.13808081308747275}",20,5,16.726712804231493,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.136700004956598}",25,17,17.70210310929914,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13533300490703204}",25,14,22.505967436984502,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13397967485796172}",25,2,3.1266355501767205,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.1326398781093821}",30,2,-21.66745676555759,"{0: 25, 1: 0, 2: 2, 3: 0, 4: 1}",1
202,False,"{'a': 0.5, 'e': 0.13131347932828827}",20,8,20.90957550825838,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.1300003445350054}",25,1,-5.770225334966569,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.12870034108965533}",20,10,20.132800312144678,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.1274133376787588}",20,0,24.250612486516516,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.12613920430197118}",25,0,-0.9643724279529566,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
207,False,"{'a': 0.5, 'e': 0.12487781225895148}",20,12,12.960730413111824,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12362903413636196}",25,18,7.158016835435232,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12239274379499834}",25,12,-1.3834712723463838,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12116881635704835}",20,0,31.07584818546581,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.11995712819347787}",30,0,46.203651202721296,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.11875755691154309}",25,12,2.0126507207413784,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.11756998134242766}",25,18,11.595759341590508,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.11639428152900338}",30,0,-37.338980362106625,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11523033871371334}",25,15,20.556516430906186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.1140780353265762}",20,5,12.400083151512959,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.11293725497331045}",30,10,-12.343931728420227,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.5, 'e': 0.11180788242357734}",20,9,-21.01810066675621,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.5, 'e': 0.11068980359934157}",30,6,41.706425646943046,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.10958290556334815}",20,10,20.22029822881647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10848707650771466}",25,7,-1.3336472753261712,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10740220574263752}",20,1,-7.097709420125117,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.10632818368521114}",35,14,-33.381142129621274,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.10526490184835903}",20,7,1.9926488181127124,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10421225282987544}",30,11,23.595409349207085,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10317013030157669}",20,3,27.30818528638405,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10213842899856092}",25,12,8.33495795970864,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10111704470857531}",20,2,-3.4363051331216843,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10010587426148955}",20,0,29.899589585810713,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,False,"{'a': 0.5, 'e': 0.09910481551887466}",20,16,6.19909332911448,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.0981137673636859}",20,12,16.066415051143043,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.09713262969004904}",20,6,14.64213375696744,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.09616130339314856}",25,17,15.316352499093677,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.09519969035921708}",30,10,-13.568551940483491,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.0942476934556249}",20,6,-17.476988470675796,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.09330521652106866}",25,11,1.71081302545816,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.09237216435585796}",25,20,11.093957552220743,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.09144844271229938}",25,14,18.813809520774843,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.0905339582851764}",20,2,12.15747465659116,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.08962861870232462}",20,3,23.846107563489717,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.08873233251530138}",20,3,9.485004322240805,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.08784500919014836}",25,12,22.402093545042835,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.08696655909824688}",25,20,11.8123969085907,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.0860968935072644}",25,16,13.638543641375907,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.08523592457219176}",25,15,8.144563412226377,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.5, 'e': 0.08438356532646984}",20,11,-10.609943966988464,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.08353972967320515}",25,20,9.69374485116872,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.0827043323764731}",30,20,17.811469871542208,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.08187728905270836}",20,9,20.580746197176982,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.08105851616218128}",25,16,19.19874475388298,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.08024793100055946}",20,7,25.96765093926458,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.07944545169055386}",20,10,16.685782347858826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.07865099717364833}",20,14,9.743979431335255,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.07786448720191184}",20,10,-2.783794309259788,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.07708584232989273}",20,0,12.792072909766922,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.0763149839065938}",30,14,29.338431584131474,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.07555183406752786}",25,15,16.876322261561093,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.07479631572685258}",25,0,25.696753548890413,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.07404835256958406}",25,7,28.45349218372549,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.07330786904388821}",35,9,27.952509127503813,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.07257479035344933}",25,9,25.717566146184346,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.07184904244991483}",35,9,35.33742324183844,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.07113055202541568}",35,23,22.095251099353,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.07041924650516153}",30,21,16.88603432760642,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.06971505404010991}",20,14,11.022631345953894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06901790349970881}",20,9,22.66641132036975,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06832772446471172}",20,13,12.548308553240973,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.0676444472200646}",20,9,-9.097133747088499,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
269,False,"{'a': 0.5, 'e': 0.06696800274786396}",25,19,12.44690236659708,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06629832272038531}",20,15,11.398360880070694,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.06563533949318147}",25,8,32.95166399507773,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06497898609824965}",20,8,20.64739179042154,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.06432919623726716}",20,16,5.460049635716439,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.06368590427489448}",30,19,23.578561026816722,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.06304904523214554}",25,12,-36.48548435063543,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 1}",1
276,False,"{'a': 0.5, 'e': 0.06241855477982408}",25,17,14.777389653939414,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06179436923202584}",35,22,-19.683839182389818,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.06117642553970558}",20,7,23.492197778747904,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.06056466128430853}",20,9,21.100762772590368,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.05995901467146544}",25,7,25.554557329151553,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.059359424524750785}",20,5,26.01484242791004,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05876583027950327}",25,0,36.18626263790756,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.05817817197670824}",25,6,24.654036322273488,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05759639025694116}",25,18,12.294037703882074,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.057020426354371746}",25,10,2.767110309940276,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05645022209082803}",30,17,21.27700969583698,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05588571986991975}",20,0,7.631177174948151,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.05532686267122055}",20,14,9.617449606633098,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05477359404450834}",30,11,15.882889190647317,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.05422585810406326}",30,11,-9.783104498301904,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.05368359952302263}",30,24,10.18520451147506,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.0531467635277924}",20,13,6.139157644666163,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.05261529589251448}",30,12,31.858912062802975,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05208914293358933}",20,5,24.608127762150236,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05156825150425344}",20,1,18.94474337060788,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.0510525689892109}",25,11,22.333740213746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.050542043299318794}",25,14,22.083929738093445,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.050036622866325604}",20,11,19.25838642627125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.04953625663766235}",20,13,9.144898317030066,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.04904089407128572}",20,11,16.569056790255278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.04855048513057287}",20,10,-2.12072115277914,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.04806498027926714}",25,20,11.488710995941634,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.047584330476474465}",25,13,-25.527186122912862,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.04710848717170972}",25,10,26.812349459759023,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.04663740229999262}",25,15,14.443946397256559,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.046171028276992696}",20,10,-16.432716073947336,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.045709317994222766}",30,9,23.363830374697148,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.04525222481428054}",20,12,15.57032060048818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.04479970256613774}",30,20,19.815110956169473,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.044351705540476356}",25,14,-22.684320288636062,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
311,False,"{'a': 0.5, 'e': 0.043908188485071595}",20,12,13.552809063480964,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.04346910660022087}",35,17,25.309877281181286,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.04303441553421867}",30,18,24.505358680002555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.04260407137887648}",25,14,19.941500845465878,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.04217803066508771}",30,20,22.890545163760027,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.04175625035843684}",25,14,22.428325928495358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.041338687854852466}",25,19,11.509271713270081,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.040925300976303945}",25,3,37.61684493216642,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.0405160479665409}",25,17,-0.2215948433561863,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.040110887486875496}",25,16,10.672845398229539,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.03970977861200674}",35,25,19.06757508958238,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.039312680825886674}",20,10,17.013791262724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.038919554017627804}",30,19,22.784019306703193,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.03853035847745152}",20,8,18.141197845387023,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.03814505489267701}",20,16,7.747985749339618,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.03776360434375024}",30,24,10.296396051805354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.03738596830031274}",35,17,29.989089625897297,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.03701210861730961}",20,14,9.866873107118877,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.03664198753113651}",20,13,0.6539043274171914,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.036275567655825146}",25,13,16.5408320980036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.03591281197926689}",30,13,28.877869510767027,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.035553683859474224}",20,7,23.860996001621093,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.035198147020879485}",25,14,23.233869415202896,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.03484616555067069}",25,11,17.318267605218683,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.03449770389516398}",30,8,27.926513572423257,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.03415272685621234}",20,5,23.841777252712696,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.03381119958765022}",20,15,9.326851414055696,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.03347308759177372}",30,0,41.388262885146084,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.03313835671585598}",25,13,20.4283084536826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.03280697314869742}",20,0,20.091099487232093,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.03247890341721044}",20,9,20.99441073152689,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.03215411438303834}",30,14,27.940524427813497,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.031832573239207955}",25,11,12.6682473023336,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.031514247506815876}",25,12,15.88238386575563,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.031199105031747717}",20,13,11.659631362551757,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.03088711398143024}",30,12,8.201786404863164,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.030578242841615935}",20,5,26.826818532031105,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.030272460413199778}",25,8,26.387677255618673,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.02996973580906778}",30,6,32.80581504786713,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.029670038450977102}",25,14,19.6662017304164,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.02937333806646733}",20,12,15.082821782510223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.029079604685802656}",25,17,13.266868129075757,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.02878880863894463}",20,12,13.190425355634716,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.02850092055255518}",35,17,21.4802712612679,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.02821591134702963}",20,11,15.206838568617174,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.027933752233559334}",25,16,16.039703444891046,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.027654414711223742}",20,0,29.745957062039594,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.027377870564111503}",20,14,10.02458431998608,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.02710409185847039}",25,1,38.22230664779993,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.026833050939885684}",30,21,14.856870571000679,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.026564720430486827}",20,0,29.004333759877227,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.5, 'e': 0.026299073226181958}",20,16,6.1187835012475205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.026036082493920136}",30,12,32.53953702361966,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.025775721668980935}",25,15,-20.713936730272522,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
365,False,"{'a': 0.5, 'e': 0.025517964452291125}",25,12,20.812357887202904,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.025262784807768213}",30,17,11.56263416013872,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.025010156959690534}",20,6,14.121218512832364,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.024760055390093627}",30,18,23.916453559137096,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.02451245483619269}",20,0,33.548000713948966,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
