trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
886,False,"{'a': 0.5, 'e': 0.00013576330862501469}",25,13,23.990478681603175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.00013440567553876453}",20,10,6.891754428301043,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.00013306161878337688}",30,0,45.70860567174985,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
889,False,"{'a': 0.5, 'e': 0.00013173100259554311}",25,19,9.052108015105341,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.00013041369256958768}",30,18,20.916055270822824,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.0001291095556438918}",30,13,26.064905637901365,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.00012781846008745287}",20,14,11.040601143576977,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.00012654027548657834}",25,14,18.663328601669228,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.00012527487273171256}",25,13,20.873054020650525,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.00012402212400439543}",20,7,21.320386655747765,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.00012278190276435148}",30,13,29.48501841578957,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.00012155408373670797}",20,13,14.249344342554098,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,False,"{'a': 0.5, 'e': 0.00012033854289934088}",20,13,14.703100913621725,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,False,"{'a': 0.5, 'e': 0.00011913515747034747}",20,11,19.37222389950778,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.00011794380589564399}",25,0,41.99022578912782,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
901,False,"{'a': 0.5, 'e': 0.00011676436783668756}",25,12,23.173437769949622,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.00011559672415832068}",20,9,21.450423456341518,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.00011444075691673747}",20,7,20.461980894689482,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.0001132963493475701}",25,11,23.74713446171402,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.00011216338585409439}",20,3,32.36733050823387,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.00011104175199555346}",25,8,26.204865330330474,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,False,"{'a': 0.5, 'e': 0.00010993133447559791}",20,10,19.818080167337747,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.00010883202113084194}",20,10,22.31493540058615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.00010774370091953352}",25,17,15.782350264482133,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.00010666626391033817}",20,14,11.777559342597275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,False,"{'a': 0.5, 'e': 0.00010559960127123479}",25,8,28.96511000682049,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.00010454360525852245}",30,17,23.690980568260354,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.00010349816920593722}",25,20,10.394934988678635,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.00010246318751387785}",25,11,24.303401350068484,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.00010143855563873907}",25,11,29.9099617045051,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.00010042417008235167}",20,14,9.732644272510656,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 9.941992838152817e-05}",20,12,12.838118586897606,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 9.842572909771288e-05}",20,10,20.420572868136524,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 9.744147180673575e-05}",20,0,33.71130102790275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
920,False,"{'a': 0.5, 'e': 9.646705708866838e-05}",20,2,31.39557181393561,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 9.550238651778171e-05}",20,4,27.429932590332047,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.5, 'e': 9.454736265260388e-05}",20,3,29.4716053358337,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.5, 'e': 9.360188902607785e-05}",25,13,22.870795620876486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.5, 'e': 9.266587013581707e-05}",25,18,13.207361374693711,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,False,"{'a': 0.5, 'e': 9.17392114344589e-05}",35,13,42.048956176333334,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.5, 'e': 9.082181932011431e-05}",20,9,20.100780558067363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 8.991360112691316e-05}",20,13,10.359067083331082,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,False,"{'a': 0.5, 'e': 8.901446511564404e-05}",20,1,31.20183195171454,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 8.812432046448759e-05}",20,6,26.806553294064592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.5, 'e': 8.724307725984271e-05}",20,12,17.552114440530435,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,False,"{'a': 0.5, 'e': 8.637064648724429e-05}",20,13,13.169481526126894,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.5, 'e': 8.550694002237184e-05}",20,6,24.382383172480143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 8.465187062214812e-05}",20,9,19.139260002235414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 8.380535191592664e-05}",20,1,-10.441085665870263,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
935,False,"{'a': 0.5, 'e': 8.296729839676737e-05}",35,22,23.49594099869615,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 8.21376254127997e-05}",25,12,27.10964959535504,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.5, 'e': 8.13162491586717e-05}",30,22,13.987930211742949,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.5, 'e': 8.050308666708498e-05}",20,6,26.779480863464297,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.5, 'e': 7.969805580041413e-05}",20,0,28.48014610256934,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 7.890107524241e-05}",20,16,6.45664287893991,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 7.811206448998589e-05}",30,17,25.170117527257343,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.5, 'e': 7.733094384508602e-05}",20,6,22.746187162620004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 7.655763440663517e-05}",25,14,20.360622919499008,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,False,"{'a': 0.5, 'e': 7.579205806256881e-05}",25,13,23.437012287329505,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 7.503413748194313e-05}",25,12,22.453767455985616,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 7.42837961071237e-05}",20,10,17.57429747515167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.5, 'e': 7.354095814605245e-05}",20,0,32.91643830509696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,False,"{'a': 0.5, 'e': 7.280554856459194e-05}",25,11,23.394745218260333,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.5, 'e': 7.207749307894601e-05}",20,2,31.458128563113352,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,False,"{'a': 0.5, 'e': 7.135671814815656e-05}",20,13,12.985078824585326,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.5, 'e': 7.064315096667499e-05}",25,12,23.217875963934333,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.5, 'e': 6.993671945700824e-05}",25,20,11.521664244209552,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.5, 'e': 6.923735226243815e-05}",25,8,26.710552879681018,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 6.854497873981378e-05}",25,15,21.9291389393221,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.5, 'e': 6.785952895241563e-05}",20,13,12.861273788583599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,False,"{'a': 0.5, 'e': 6.718093366289147e-05}",35,16,32.043914334002636,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 6.650912432626257e-05}",30,8,-1.2946376217910824,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
958,False,"{'a': 0.5, 'e': 6.584403308299994e-05}",25,18,12.591652186676928,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 6.518559275216993e-05}",20,14,9.076532632742747,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.5, 'e': 6.453373682464824e-05}",20,3,23.61173661239835,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 6.388839945640175e-05}",35,21,22.18471119358223,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.5, 'e': 6.324951546183773e-05}",25,8,29.508027182208924,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.5, 'e': 6.261702030721935e-05}",25,17,15.882703688573702,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 6.199085010414716e-05}",20,14,9.010181004064211,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 6.137094160310568e-05}",30,20,18.57463515374139,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.5, 'e': 6.075723218707463e-05}",20,16,7.2753035282387835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 6.014965986520388e-05}",35,19,29.74902130844366,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.5, 'e': 5.954816326655185e-05}",20,13,13.99349048317916,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.5, 'e': 5.8952681633886325e-05}",25,14,21.096159196507706,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 5.8363154817547464e-05}",20,5,26.604590918262577,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 5.777952326937199e-05}",20,12,14.328447678196431,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.5, 'e': 5.720172803667827e-05}",20,7,21.364219149756007,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 5.662971075631148e-05}",20,13,16.766749223758882,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
974,False,"{'a': 0.5, 'e': 5.606341364874837e-05}",25,6,33.031870679183015,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 5.5502779512260884e-05}",20,7,22.77321407424327,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.5, 'e': 5.494775171713827e-05}",25,15,16.40659965359199,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 5.4398274199966894e-05}",20,10,19.6807652336282,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.5, 'e': 5.385429145796722e-05}",20,7,22.090498272755873,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.5, 'e': 5.3315748543387546e-05}",25,17,7.528086604260226,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 5.2782591057953676e-05}",20,4,26.697597819151504,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.5, 'e': 5.2254765147374135e-05}",20,9,24.472500612053448,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.5, 'e': 5.173221749590039e-05}",20,12,16.74412697232036,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 5.121489532094139e-05}",35,20,31.794708273496436,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 5.070274636773198e-05}",20,12,18.18460013982397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 5.019571890405466e-05}",20,13,14.51619171456738,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
986,False,"{'a': 0.5, 'e': 4.969376171501411e-05}",25,19,13.052375249270968,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,0,38.65996135471875,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0, 'e': 0}",25,9,33.01077782919518,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,11,21.87507655737298,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,6,25.081028374557334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,8,19.60309382170623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,14,18.85117420408377,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",35,23,21.66506471433248,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,11,29.06338460402108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,6,27.42324515994046,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,12,15.727629747748523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
